yomi,kigo_yomi
ハクトウヤワガシヲマチテヌレエンアリ,モモ
ヒイラギヤコンユメサメテマタグミゾ,ヒイラギ
タビビトワレアヤメヤサキヌハイノナカ,ショウブ
ウツツナノニヤヤモチノホコリセル,モチ
オトトヒノワダチモヨモギタチニケリ,ヨモギ
ハルシップウハハシャノゴザヲモチアゲシ,ハルシップウ
ドクダミノハナヘニゲキテコウチョウス,ジュウヤク
カラタチノカキネヤニワトリノムシラレシ,枸橘
ミヤコナルハシノテアカヤカキツバタ,カキツバタ
ホウノシタノヒトリノロウジョスデニアラシ,ボク
ツクバイセグクマヤハランニソウノヒトリシヌ,ツクバイセグクマ
ニツマルコノユメザレノヒジキカナ,ヒジキ
ハナニハナフレヌフタツノクヲカンガヘ,ハナ
アシカリニイマウツカネノイマトドク,アシカリ
ムギアキノムギトホクアリワスレカワ,ムギアキ
メタフィジカムギカルヒガシビヲオトシ,ムギカリ
アマノガワネムリノシシノシシトナリ,アマノガワ
ボタンテイックニブソンズルコトニサンヘン,ボタン
ハツカリヤソノバニタチテヒラテミキ,カリ
テンメイハシニオイテケリアキノクレ,アキノクレ
ヒトガラガメイショナリケリケフノツキ,ツキ
ハイジンモコツブニナリヌワラビモチ,ワラビモチ
アオスダレヒヒョウコナキヲヒヒョウセヨ,スダレ
ヌカゴイイボニアルヒノデカダンス,ヌカゴメシ
フユボタンアウシュビッツノフユボタン,フユボタン
メヤナギハヒョウリュウミンノアオサカナ,メヤナギ
ガクニハチョクシャニッコウヒキガエル,ヒキガエル
ホオヅエノミツカンリンニユキワタル,カンリン
イロトリヨキギトハナスモスイヨノコト,イロトリ
ハクチョウガワガムネヲケルアサボラケ,シラトリ
トウゴクノオトコバカリガイテケイチツ,ケイチツ
トツゼンニサキュウガミエルハナノヒル,ハナ
ドニカエルドグウヲテラスアオバカナ,アオバ
コトリクルクサヲクワエテイルロウジン,ワタリドリ
フユツバキホウムリノアトノシロイオニギリ,フユツバキ
シラキレンガオナデテユクオオキナテ,モクレン
カヤヲデテトウキョウマデノクサイキレ,カヤ
アオギンナンクウキノソウノヒトツニハハ,イチョウ
ミズトリハスグカタリベノカタワラヘ,ミズトリ
ゲンケイハシュンサンノヨウナシマデシタ,カイコ
ホウロウノハテハチカイノテヲニギル,ハチ
ゴガツクルオオツブノアメウシカイニ,ゴガツクル
ナツキドレモエンクウフツノカゲヲオウ,ナツキ
ハキョウニショウドワレラニアオキアラノカナ,ナツノ
ハチガツユクゾウノタイグンイクゴトシ,ハチガツ
コウタマシイノアツマルヒロバアキノタハ,アキノタ
シラトリライシジョウノツバサオシヒロゲ,シラトリ
ヒゲサンニチソラズタダヨウハツカスミ,ハツカスミ
クスリユビフフットサムコイスギユケリ,カンコイ
ロウレンナフラココノリノイルヤマグニ,ブランコ
ツルカエルプルトニウムノヒノカナタ,ツルカエル
タネマキイテスデノカンジョウヨミガエル,タネマキ
ヨルノセミジョジョニザワザワヒカショウ,セミ
カリタヨリカブシキガイシャハエテクル,カリタ
タコツボニチチヲノコシテナツノタビ,ナツ
テンモンダイカラハルボシマデハタビデアル,ハルノホシ
アバライチホンカクシテオイタナツコダチ,ナツコダチ
ヘビアナニヒトハゼンリョクシッソウス,ヘビアナニハイル
ガンバロウトサケビホタルニナルオトコ,ホタル
リュウセイノマシタノカゾクカナ,リュウセイ
ギギギギトウシノハマショウテンルイショウス,カジ
トツギユクコヨハツナツノチョウニナレ,ショカ
テッコツヲシカクヨンカクニクムエンショ,アツシ
ホシヲウムオツジキノソラシキョウノソラ,オツジキ
カワタレノヤミノテザワリカンタマゴ,カンタマゴ
ハナススキワレモケモノノヌクミモツ,ススキ
アカネサスナマコノユメノナカマデモ,ナマコ
クサメシテオモヒダサレテヰル,クサメ
カギュウソラヘジョソウヲシテヲリヌ,カギュウ
ハツチョウハトツゼンキミノヤウニクル,チョウ
ソノムカシケムリデアリシアオガエル,アマガエル
ハナノヤミユラシテダレノコヲウムカ,ハナ
ハエニハエガマツワルアカルサキュウカトロウ,ハエ
チチオヤノヒミツヲニギリラムネノム,ラムネ
ウマオイトクツワムシトノタイジュウサ,ウマオイ
モウイチドオンナヲオコスフユノツキ,フユノツキ
カジヲミテナニモカワズニカエリケリ,カジ
ゼンシンノキズヲミセアウクジラジル,クジラジル
オオタキヲオガムトコロニヒノニオイ,タキ
セノタカキコガオニトナルハルノヨイ,ハルノヨイ
コイハナツチョクホウタイノカンノミズ,カンノミズ
ヌレガミノママニデデユクハルノヤミ,ハルノヤミ
ヨルノユキキコエテイルシカイツテイル,ユキ
サムヨルコノヒトトコウシテココニイテ,サムヨル
サクラオツイチマイニマイソシテアサ,ラッカ
ヒグラシヤホントウノキハコウイウキ,ヒグラシ
カマキリノフリムキユルルシングウシ,カマキリ
イッタンハドニオロシテキクノタバ,キク
ミズトリノメヲナガレユクミズバカリ,ミズトリ
トカゲデテヒカリノカベニブチアタル,トカゲ
イノシシハボウイチホンデハコバルル,イノシシ
ジュウジロヲカサネテキョウノサムサカナ,サムサ
オオゼイデビワコニユケバユキガフル,ユキ
ジイシキヲウツスカガミヤコドモノヒ,コドモノヒ
ドノキヨリツクツクボウシハジマルカ,ホウシセミ
カロウジテトウメイデアリアキノミズ,アキノミズ
ゼンシンガアキタカシトツナガツテオル,アキノソラ
コニミエヌコナフリシキルバンシュウ,バンシュウ
ヒカリカラウマレテキタリロノタマ,ロ
コッカンヤダンソウシテモコヲフフテ,ゲンカン
ワガホネモシロイツバキモサビビツツアラム,ツバキ
ソツギョウノトランペットヲフクコトウ,ソツギョウ
ハルノカミナリオクレシシャガトムライヌ,ハルノカミナリ
ジンセイノキツエンセキデカメガナク,カメナク
ミズガタニシミコンデユクムメイノチチ,ダイカク
クサブエノクサノイタムヲコイトイウ,クサブエ
マクナギトハハトハイツモスレチガウ,蠛蠓
ニジニジュウポケットニアルサンセント,ニジ
ナツクサヤチョクリツフドウノイシガアル,ナツクサ
ダンダントサミシクナッテクルラムネ,ラムネ
ハチガツノゾウノキオクニミズタマリ,ハチガツ
ツイシンニウミノハナビモスギタトイウ,ハナビ
テハナビヤソウシテダレモイナクナル,ハナビ
ノコルカノチカヨッテクルデンシジショ,アキノカ
ウマオイヤタタミノウエガヨイトイウ,ウマオイ
ヌレテイルハハヲミテオリカマドバ,カマドバ
アキカゼニウナズイテイルセイゼンノウシ,アキカゼ
アリフレタジカンノソトヲワレモコウ,ワレモコウ
エンゲルストオクニアキノアカリノヒトツ,アキノアカリ
センソウトシケイトウエトナナゴサン,シチゴサン
カモガキテイツモノヨウニヒガクレル,カモ
ジブンシニラクチョウアリヌトウジフロ,ユズユ
ユキガフルキノウノウエニユキガフル,ユキ
ヨルカラスノバサリトオツルサムサカナ,サムサ
マンションノシタニムギフムチチガイル,ムギ踏
フッカツサイヤミハヤミカラウマレケリ,フッカツサイ
シュンデイニマミレシユウツナヒキマワス,シュンデイ
プライドヲキズツケラレテチルサクラ,チルサクラ
ヤセヤクヒボシビテヲリヒジリゴガツ,ゴガツ
ハシリネハイカリノドウミャクハルシグレ,ハルシグレ
ケイチツヤヒトニハゲンヘヌニクノイロ,ケイチツ
イチヤアケムキヲヘンヘタルテッポウヒャクゴウ,ヒャクゴウ
ショウネンハヤオトコノニオイヒナンジャモンジャ,ナンジャモンジャ
ゲンエキヲゴウゴシテヲリハチジュウハチヤ,ハチジュウハチヤ
ココロココニナキヒトトオリオミナエシ,オミナエシ
カラスウリワカレノマギワノカゼヲイダク,カラスウリ
タイジンノカカシハテンヲニラミヲリ,カカシ
ツイフヨリモツイハレテミタシアカトンボ,アカトンボ
チニカエルカレハハイチドテンニマイヒ,カレハ
リットウヤダレモサガサヌカクレンボ,リットウ
オットハタニンネコハイチゾクフユザルル,フユザルル
オウサマノミミノハミダスミミブクロ,ミミブクロ
ヨゴレタルハクチョウガオヲアゲラレズ,シラトリ
カハンシンフクランデクルフユキノメ,フユキノメ
マンサクノハナノヘノヘノモヘジカナ,キム縷梅
クサノオウツケテホウラルグンテカナ,クサノオウ
キョウカイセンウヤムヤニシテアマトコロ,アマトコロ
クラガリヲサガシテヲリヌネッタイギョ,ネッタイギョ
ヘイコウセンモコイノミチナリヒメクルミ,ヒメクルミ
ツユハゲシホネマデヌレテシマヒケリ,ツユ
オオウミトシリテモドリヌカギュウ,カギュウ
ワリバシノスカットワレリヨナキソバ,ヨルナソバ
ヨセナベヤキニナルヒトノハシニフレ,ヨセナベ
ムギコガシシタニノコレルオトコカナ,ムギコガシ
ドニカエルボタイッポンノオニアザミ,ナツアザミ
トモヅナノハリヲタシカメマツカザル,マツカザリ
アリアリクダイハリテンニツキササリ,アリ
カンリタルコトヲカクシテヒキガエルノマエ,ヒキガエル
ハゼツリノリクニセナカヲナラベヲリ,ハゼツリ
ハツカモノカラダユスリテアルキケリ,ハツカモ
ツギツギニマツセミノナキオワリタル,セミ
ナツボウヲヌギテモアタマシメツケラレ,ナツボウシ
カエルコロマツリタイコノチカヅキヌ,マツリ
